fighter,weight_class,n_fights,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TD_pct,avg_TD_landed,avg_SUB_ATT,ko_finish_rate,cluster_id,style
Gregory Rodrigues,Middleweight,13,0.51,5.53,0.34,1.9,0.4,0.6666666666666666,4,Pressure Striker
Guido Cannetti,Bantamweight,10,0.55,3.44,0.55,2.27,0.4,0.25,3,Wrestler/Grappler
Gunnar Nelson,Welterweight,15,0.61,1.77,0.52,2.0,1.0,0.0,3,Wrestler/Grappler
Guram Kutateladze,Lightweight,5,0.45,3.53,0.15,0.61,0.0,0.0,2,Well-Rounded
Hailey Cowan,Women's Bantamweight,3,0.4415,13.7056,0.4622,2.0025,0.0,0.0,2,Well-Rounded
Hakeem Dawodu,Featherweight,10,0.5,5.45,0.0,0.0,0.0,0.16666666666666666,2,Well-Rounded
Hamdy Abdelwahab,Heavyweight,3,0.55,4.27,0.65,3.25,0.0,0.0,3,Wrestler/Grappler
Hannah Cifers,Women's Strawweight,6,0.43,4.68,1.0,0.29,0.3,0.0,2,Well-Rounded
Hans Stringer,Light Heavyweight,3,0.64,38.5,0.56,2.0,0.0,0.0,3,Wrestler/Grappler
Hatsu Hioki,Featherweight,8,0.433,31.4286,0.556,2.2857,0.7143,0.0,3,Wrestler/Grappler
Heather Jo Clark,Women's Strawweight,3,0.51,63.0,0.1,0.5,0.5,0.0,0,Volume Striker
Hector Aldana,Welterweight,3,0.38,3.59,1.0,0.93,0.0,0.0,2,Well-Rounded
Hector Lombard,Middleweight,8,0.491,35.3636,0.383,1.3636,0.1818,0.6666666666666666,4,Pressure Striker
Hector Sandoval,Flyweight,4,0.503,23.3333,0.177,1.6667,0.6667,0.5,4,Pressure Striker
Hector Urbina,Welterweight,3,0.485,7.0,0.0,0.0,2.5,0.0,1,Submission Grappler
Heili Alateng,Bantamweight,3,0.37,2.77,0.35,3.5,0.0,0.0,2,Well-Rounded
Henrique Da Silva,Light Heavyweight,6,0.566,32.8,0.066,0.2,0.2,0.5,4,Pressure Striker
Henry Briones,Bantamweight,5,0.323,33.5,0.0,0.0,0.25,0.0,0,Volume Striker
Henry Cejudo,Bantamweight,7,0.47,3.83,0.29,1.78,0.1,0.4,2,Well-Rounded
Herbert Burns,Featherweight,5,0.36,1.86,0.34,2.94,1.8,0.3333333333333333,1,Submission Grappler
Holly Holm,Women's Bantamweight,12,0.4,3.13,0.3,0.87,0.1,0.25,2,Well-Rounded
Hugo Viana,Bantamweight,5,0.398,38.4,0.0,0.0,0.0,0.3333333333333333,0,Volume Striker
Humberto Bandenay,Featherweight,4,0.41,2.22,0.46,2.9,0.5,1.0,4,Pressure Striker
Hunter Azure,Bantamweight,3,0.53,3.92,0.34,1.97,1.3,0.0,1,Submission Grappler
Hyder Amil,Featherweight,5,0.52,5.81,0.18,0.56,0.8,0.5,4,Pressure Striker
Hyun Gyu Lim,Welterweight,7,0.447,40.5,0.167,0.1667,0.1667,1.0,4,Pressure Striker
Hyunsung Park,Flyweight,5,0.41,3.38,0.31,1.5,1.8,0.4,1,Submission Grappler
Ian Garry,Welterweight,3,0.55,5.5,0.55,0.77,0.3,0.5,4,Pressure Striker
Ian Heinisch,Middleweight,7,0.5,3.25,0.17,1.02,0.7,0.5,4,Pressure Striker
Ian Machado Garry,Welterweight,8,0.54,4.78,0.31,0.92,0.4,0.3333333333333333,2,Well-Rounded
Ian Mccall,Flyweight,5,0.414,61.2,0.28,2.0,0.0,0.0,0,Volume Striker
Iasmin Lucindo,Women's Strawweight,6,0.45,3.22,0.55,2.28,0.1,0.0,2,Well-Rounded
Ibo Aslan,Light Heavyweight,5,0.48,5.75,0.0,0.0,0.0,1.0,4,Pressure Striker
Ignacio Bahamondes,Lightweight,9,0.46,5.99,0.0,0.0,0.6,0.5714285714285714,4,Pressure Striker
Igor Araujo,Welterweight,4,0.377,13.6667,0.147,1.0,0.6667,0.0,2,Well-Rounded
Igor Pokrajac,Light Heavyweight,10,0.486,19.75,0.201,0.5833,0.1667,0.5,4,Pressure Striker
Ihor Potieria,Middleweight,4,0.5,4.44,0.18,0.73,0.0,0.6666666666666666,4,Pressure Striker
Ike Villanueva,Light Heavyweight,5,0.38,3.66,0.5,0.6,0.0,1.0,4,Pressure Striker
Ikram Aliskerov,Middleweight,5,0.64,6.86,0.6,3.2,0.5,0.75,3,Wrestler/Grappler
Ilir Latifi,Heavyweight,4,0.45,2.05,0.35,2.11,0.3,0.3333333333333333,2,Well-Rounded
Ion Cutelaba,Light Heavyweight,19,0.43,4.23,0.49,3.76,0.2,0.5,3,Wrestler/Grappler
Irene Aldana,Women's Bantamweight,13,0.39,5.19,0.5,0.15,0.2,0.375,2,Well-Rounded
Irina Alekseeva,Women's Bantamweight,4,0.38,3.42,0.2,0.38,0.4,0.0,2,Well-Rounded
Isaac Dulgarian,Featherweight,4,0.63,2.99,0.5,4.57,1.8,0.5,3,Wrestler/Grappler
Isaac Vallie-Flagg,Lightweight,4,0.393,68.0,0.167,0.3333,0.0,0.0,0,Volume Striker
Ismael Bonfim,Lightweight,5,0.54,5.51,0.33,1.06,0.0,0.3333333333333333,2,Well-Rounded
Ismail Naurdiev,Middleweight,3,0.52,3.66,0.4,1.48,0.2,0.0,2,Well-Rounded
Israel Adesanya,Middleweight,18,0.48,4.03,0.09,0.05,0.1,0.38461538461538464,4,Pressure Striker
Istela Nunes,Women's Strawweight,5,0.47,4.28,0.0,0.0,0.0,0.0,2,Well-Rounded
Iuri Alcantara,Bantamweight,14,0.472,27.2353,0.362,0.9412,0.4706,0.3,0,Volume Striker
Ivan Erslan,Light Heavyweight,3,0.46,2.55,0.2,0.45,0.0,0.0,2,Well-Rounded
Ivan Jorge,Lightweight,3,0.503,52.3333,0.167,1.6667,0.6667,0.0,0,Volume Striker
Ivana Petrovic,Women's Flyweight,4,0.41,1.91,0.38,2.12,0.8,0.0,2,Well-Rounded
Jacare Souza,Middleweight,16,0.47,2.53,0.39,2.57,1.3,0.2631578947368421,1,Submission Grappler
Jack Della Maddalena,Welterweight,10,0.5129,10.1439,0.13,0.369,0.0888,0.5,4,Pressure Striker
Jack Jenkins,Featherweight,6,0.61,4.48,0.6,1.98,0.2,0.5,3,Wrestler/Grappler
Jack Marshman,Middleweight,8,0.28,2.64,0.0,0.0,0.0,0.3333333333333333,2,Well-Rounded
Jack Shore,Featherweight,3,0.58,3.6,0.39,3.22,0.6,0.0,3,Wrestler/Grappler
Jacob Malkoun,Middleweight,9,0.5624,9.5158,0.475,5.3663,0.7579,0.2,3,Wrestler/Grappler
Jacob Volkmann,Lightweight,8,0.376,14.2222,0.401,2.2222,1.6667,0.0,1,Submission Grappler
Jacobe Smith,Welterweight,3,0.67,6.89,0.91,7.78,0.7,0.6666666666666666,3,Wrestler/Grappler
Jacqueline Cavalcanti,Women's Bantamweight,4,0.46,5.65,0.0,0.0,0.0,0.0,2,Well-Rounded
Jai Herbert,Lightweight,9,0.431,5.7992,0.1867,0.4212,0.0,0.3333333333333333,2,Well-Rounded
Jailton Almeida,Heavyweight,9,0.62,2.23,0.55,5.64,1.7,0.3333333333333333,3,Wrestler/Grappler
Jairzinho Rozenstruik,Heavyweight,15,0.48,3.48,0.0,0.0,0.0,0.8888888888888888,4,Pressure Striker
Jake Collier,Heavyweight,8,0.44,5.8,0.33,0.71,0.6,0.2,2,Well-Rounded
Jake Ellenberger,Welterweight,19,0.412,20.25,0.353,1.15,0.2,0.5,2,Well-Rounded
Jake Hecht,Welterweight,3,0.55,17.5,0.0,0.0,0.0,1.0,4,Pressure Striker
Jake Lindsey,Lightweight,3,0.555,36.5,0.5,0.5,0.0,0.0,0,Volume Striker
Jake Matthews,Welterweight,16,0.43,3.34,0.41,1.44,0.8,0.13333333333333333,2,Well-Rounded
Jake Shields,Welterweight,7,0.377,49.2857,0.121,1.4286,0.0,0.0,0,Volume Striker
Jalin Turner,Lightweight,12,0.48,5.79,0.55,0.75,1.1,0.625,4,Pressure Striker
Jamahal Hill,Light Heavyweight,11,0.51,6.19,0.0,0.0,0.0,0.7142857142857143,4,Pressure Striker
Jamal Pogues,Heavyweight,4,0.46,3.57,0.46,2.0,0.0,0.0,2,Well-Rounded
Jamall Emmers,Featherweight,9,0.49,5.1,0.53,2.59,0.3,0.5,3,Wrestler/Grappler
James Head,Welterweight,4,0.493,25.25,0.25,0.25,0.5,0.0,0,Volume Striker
James Krause,Welterweight,4,0.48,4.65,0.18,1.05,1.0,0.375,1,Submission Grappler
James Moontasri,Welterweight,3,0.466,19.2,0.0,0.0,0.2,0.5,4,Pressure Striker
James Te Huna,Light Heavyweight,8,0.558,26.7778,0.164,1.2222,0.1111,0.6,4,Pressure Striker
Jamey-Lyn Horth,Women's Flyweight,6,0.5091,14.6917,0.35,0.975,0.1667,0.0,2,Well-Rounded
Jamie Moyle,Women's Strawweight,3,0.555,76.5,0.15,1.5,0.0,0.0,0,Volume Striker
Jamie Mullarkey,Lightweight,13,0.46,4.1,0.3,2.46,0.1,0.3333333333333333,2,Well-Rounded
Jamie Pickett,Middleweight,8,0.47,2.65,0.4,1.26,0.1,0.3333333333333333,2,Well-Rounded
Jamie Varner,Lightweight,7,0.39,29.875,0.641,2.875,0.75,0.3333333333333333,3,Wrestler/Grappler
Jan Blachowicz,Light Heavyweight,21,0.5,3.55,0.48,0.98,0.4,0.4166666666666667,2,Well-Rounded
Jaqueline Amorim,Women's Strawweight,6,0.5,2.43,0.36,2.16,3.8,0.25,1,Submission Grappler
Jared Cannonier,Middleweight,13,0.49,4.42,0.4,0.54,0.0,0.6363636363636364,4,Pressure Striker
Jared Gooden,Welterweight,7,0.48,4.4,0.45,0.91,0.4,0.5,2,Well-Rounded
Jared Gordon,Lightweight,13,0.53,5.64,0.32,1.78,0.0,0.3333333333333333,2,Well-Rounded
Jared Hamman,Middleweight,4,0.402,46.1667,0.167,0.3333,0.0,0.5,0,Volume Striker
Jared Rosholt,Heavyweight,8,0.537,26.5714,0.379,1.8571,0.1429,0.16666666666666666,2,Well-Rounded
Jared Vanderaa,Heavyweight,7,0.44,4.96,0.5,0.18,0.0,0.5,2,Well-Rounded
Jarno Errens,Featherweight,4,0.44,3.29,0.0,0.0,0.3,0.0,2,Well-Rounded
Jarred Brooks,Flyweight,4,0.447,29.3333,0.55,4.6667,0.3333,0.0,3,Wrestler/Grappler
Jasmine Jasudavicius,Women's Flyweight,11,0.4322,4.9618,0.4533,2.6262,0.5471,0.0,3,Wrestler/Grappler
Jason Brilz,Light Heavyweight,4,0.537,30.6667,0.372,1.8333,1.0,0.3333333333333333,1,Submission Grappler
Jason Gonzalez,Lightweight,4,0.353,12.0,0.0,0.0,0.3333,0.0,2,Well-Rounded
Jason Knight,Featherweight,9,0.361,40.75,0.301,1.25,1.625,0.25,1,Submission Grappler
Jason Macdonald,Middleweight,4,0.536,9.9231,0.178,0.6154,0.8462,0.3333333333333333,4,Pressure Striker
Jason Saggo,Lightweight,6,0.436,25.2,0.306,1.8,0.0,0.6666666666666666,4,Pressure Striker
Jason Young,Featherweight,4,0.377,44.3333,0.44,2.0,0.0,0.0,0,Volume Striker
Javid Basharat,Bantamweight,6,0.54,5.18,0.4,1.83,0.1,0.0,2,Well-Rounded
Jay Perrin,Bantamweight,3,0.46,3.71,0.52,2.83,0.0,0.0,3,Wrestler/Grappler
Jean Matsumoto,Bantamweight,4,0.39,5.37,0.48,3.0,0.5,0.0,3,Wrestler/Grappler
Jean Silva,Featherweight,6,0.51,4.82,0.6,1.2,0.6,0.6666666666666666,4,Pressure Striker
Jeff Hougland,Bantamweight,3,0.43,39.5,0.1,0.5,2.0,0.0,1,Submission Grappler
Jeff Hughes,Heavyweight,3,0.51,4.34,0.5,0.78,0.0,0.0,2,Well-Rounded
Jeff Molina,Flyweight,3,0.48,7.25,0.0,0.0,0.0,0.3333333333333333,4,Pressure Striker
Jeka Saragih,Featherweight,3,0.5,2.75,0.8,2.17,0.5,1.0,4,Pressure Striker
Jenel Lausa,Flyweight,4,0.33,23.6667,0.5,0.6667,1.0,0.0,1,Submission Grappler
Jennifer Maia,Women's Flyweight,12,0.38,4.35,0.27,0.42,0.1,0.0,2,Well-Rounded
Jeongyeong Lee,Featherweight,4,0.49,3.38,0.66,0.63,0.3,0.25,2,Well-Rounded
Jeremiah Wells,Welterweight,7,0.46,2.35,0.46,3.06,1.3,0.5,3,Wrestler/Grappler
Jeremy Kennedy,Featherweight,3,0.477,38.0,0.6,7.0,0.0,0.0,3,Wrestler/Grappler
Jeremy Kimball,Light Heavyweight,4,0.543,8.6667,0.083,0.3333,0.0,1.0,4,Pressure Striker
Jeremy Stephens,Lightweight,9,0.4,3.15,0.38,1.11,0.4,0.5333333333333333,2,Well-Rounded
Jessamyn Duke,Women's Bantamweight,4,0.503,64.3333,0.22,0.6667,1.0,0.0,0,Volume Striker
Jesse Ronson,Lightweight,5,0.47,3.54,0.28,0.46,0.5,0.0,2,Well-Rounded
Jessica Aguilar,Women's Strawweight,5,0.573,66.0,0.2,1.0,0.0,0.0,0,Volume Striker
Jessica Andrade,Women's Strawweight,16,0.48,6.37,0.54,2.1,0.3,0.35294117647058826,2,Well-Rounded
Jessica Eye,Women's Flyweight,9,0.37,3.86,0.4,0.58,0.5,0.2,2,Well-Rounded
Jessica Penne,Women's Strawweight,9,0.33,2.63,0.18,1.29,0.5,0.16666666666666666,2,Well-Rounded
Jessica-Rose Clark,Women's Bantamweight,6,0.51,3.73,0.42,1.66,0.3,0.25,2,Well-Rounded
Jesus Aguilar,Flyweight,7,0.38,2.54,0.29,1.52,1.1,0.2,1,Submission Grappler
Jhonata Diniz,Heavyweight,5,0.56,3.89,0.0,0.0,0.0,0.5,4,Pressure Striker
Ji Yeon Kim,Women's Flyweight,8,0.36,5.37,0.0,0.0,0.1,0.3333333333333333,2,Well-Rounded
Jim Alers,Featherweight,3,0.403,31.3333,0.3,1.0,0.3333,0.0,0,Volume Striker
Jim Miller,Lightweight,36,0.42,2.92,0.45,1.5,1.7,0.2222222222222222,1,Submission Grappler
Jimi Manuwa,Light Heavyweight,12,0.537,26.0909,0.091,0.2727,0.1818,0.5,4,Pressure Striker
Jimmie Rivera,Bantamweight,10,0.4,4.03,0.27,0.88,0.1,0.14285714285714285,2,Well-Rounded
Jimmy Crute,Light Heavyweight,10,0.52,4.15,0.52,4.39,2.0,0.5,3,Wrestler/Grappler
Jimmy Flick,Flyweight,6,0.5,1.67,0.33,2.36,3.5,0.0,1,Submission Grappler
Jimy Hettes,Featherweight,6,0.6,41.8,0.414,4.2,1.2,0.0,3,Wrestler/Grappler
Jinh Yu Frey,Women's Strawweight,8,0.43,2.97,0.36,1.02,0.3,0.0,2,Well-Rounded
Jiri Prochazka,Light Heavyweight,9,0.5688,7.7024,0.525,0.4896,0.192,0.8333333333333334,4,Pressure Striker
Jj Aldrich,Women's Flyweight,13,0.4616,7.0293,0.2438,0.7,0.0,0.1,2,Well-Rounded
Joachim Christensen,Light Heavyweight,3,0.415,45.5,0.0,0.0,0.0,1.0,4,Pressure Striker
Joanderson Brito,Featherweight,9,0.51,2.43,0.67,3.38,1.1,0.5,3,Wrestler/Grappler
Joanna Jedrzejczyk,Women's Strawweight,14,0.48,6.28,0.62,0.27,0.1,0.2,2,Well-Rounded
Joanne Calderwood,Women's Flyweight,8,0.5,6.75,0.55,1.62,0.4,0.14285714285714285,2,Well-Rounded
Joanne Wood,Women's Flyweight,4,0.51,7.1,0.55,1.52,0.3,0.125,2,Well-Rounded
Joaquim Silva,Lightweight,12,0.43,3.43,0.5,0.34,0.8,0.5,2,Well-Rounded
Joaquin Buckley,Welterweight,7,0.36,3.88,0.45,1.54,0.1,0.7272727272727273,4,Pressure Striker
Jocelyn Jones-Lybarger,Women's Strawweight,3,0.3,54.0,0.5,0.5,0.0,0.0,0,Volume Striker
Jodie Esquibel,Women's Strawweight,4,0.31,4.1,0.21,0.75,0.0,0.0,2,Well-Rounded
Joe Doerksen,Middleweight,3,0.583,13.375,0.349,1.5,1.5,0.0,1,Submission Grappler
Joe Duffy,Lightweight,8,0.33,2.56,0.6,0.75,0.8,0.25,2,Well-Rounded
Joe Lauzon,Lightweight,20,0.39,2.84,0.45,2.39,2.0,0.35714285714285715,1,Submission Grappler
Joe Pyfer,Middleweight,8,0.44,3.52,0.3,1.45,0.9,0.5714285714285714,4,Pressure Striker
Joe Solecki,Lightweight,9,0.53,1.97,0.48,2.06,1.4,0.0,1,Submission Grappler
Joe Soto,Bantamweight,7,0.409,33.8571,0.353,0.5714,1.2857,0.0,1,Submission Grappler
John Albert,Bantamweight,5,0.48,15.75,0.0,0.0,1.5,1.0,4,Pressure Striker
John Castaneda,Catch Weight,3,0.5037,20.7425,0.3289,1.47,0.0875,0.2,2,Well-Rounded
John Cholish,Lightweight,3,0.51,42.0,0.16,1.0,0.0,1.0,4,Pressure Striker
John Dodson,Bantamweight,10,0.41,3.3,0.28,0.76,0.0,0.6,4,Pressure Striker
John Hathaway,Welterweight,6,0.413,47.875,0.403,2.5,0.875,0.14285714285714285,0,Volume Striker
John Howard,Welterweight,10,0.562,26.8462,0.412,2.1538,0.3846,0.2857142857142857,3,Wrestler/Grappler
John Lineker,Bantamweight,8,0.414,60.2667,0.167,0.4,0.4667,0.5,0,Volume Striker
John Makdessi,Lightweight,19,0.49,5.52,0.0,0.0,0.0,0.2727272727272727,2,Well-Rounded
John Moraga,Flyweight,14,0.432,32.2308,0.204,0.5385,0.8462,0.25,0,Volume Striker
John Phillips,Middleweight,6,0.34,2.25,0.0,0.0,0.0,1.0,4,Pressure Striker
Johnny Bedford,Bantamweight,5,0.562,35.4,0.332,1.0,0.0,1.0,4,Pressure Striker
Johnny Case,Lightweight,6,0.374,44.2,0.306,1.8,0.0,0.25,0,Volume Striker
Johnny Eduardo,Bantamweight,8,0.39,2.95,0.2,0.22,0.4,0.6666666666666666,4,Pressure Striker
Johnny Munoz,Bantamweight,5,0.36,2.44,0.25,2.4,1.8,0.0,1,Submission Grappler
Johnny Walker,Light Heavyweight,15,0.5483,7.9848,0.56,0.3766,0.7172,0.625,4,Pressure Striker
Johny Hendricks,Middleweight,3,0.508,42.9,0.31,3.05,0.3,0.38461538461538464,0,Volume Striker
Jon Delos Reyes,Flyweight,3,0.417,15.0,0.667,0.6667,1.0,0.0,1,Submission Grappler
Jon Fitch,Welterweight,5,0.495,36.7059,0.52,3.4118,0.7647,0.07142857142857142,3,Wrestler/Grappler
Jon Madsen,Heavyweight,4,0.463,28.25,0.688,1.25,0.0,0.25,2,Well-Rounded
Jon Tuck,Lightweight,9,0.424,36.375,0.075,0.375,0.75,0.25,0,Volume Striker
Jonathan Brookins,Featherweight,4,0.463,25.0,0.445,1.5,0.25,0.5,4,Pressure Striker
Jonathan Martinez,Bantamweight,13,0.49,4.44,0.35,0.38,0.1,0.4,2,Well-Rounded
Jonathan Micallef,Welterweight,3,0.437,25.8343,0.5233,1.0743,0.6286,0.0,2,Well-Rounded
Jonathan Pearce,Featherweight,8,0.54,5.12,0.5,5.02,0.8,0.5,3,Wrestler/Grappler
Jordan Espinosa,Flyweight,5,0.52,4.22,0.28,0.75,0.2,0.25,2,Well-Rounded
Jordan Griffin,Featherweight,5,0.46,2.52,0.35,1.45,1.9,0.0,1,Submission Grappler
Jordan Mein,Welterweight,9,0.509,33.375,0.314,1.375,0.25,0.5,0,Volume Striker
Jorge Masvidal,Welterweight,15,0.47,4.05,0.59,1.38,0.3,0.4117647058823529,2,Well-Rounded
Jorge Rivera,Middleweight,4,0.485,26.5714,0.179,0.5,0.0714,0.5714285714285714,4,Pressure Striker
Jose Aldo,Featherweight,15,0.46,3.65,0.51,0.47,0.1,0.5,2,Well-Rounded
Jose Daniel Medina,Middleweight,4,0.36,2.13,0.33,0.39,0.0,0.0,2,Well-Rounded
Jose Delgado,Featherweight,4,0.54,7.48,0.4,1.51,0.0,1.0,4,Pressure Striker
Jose Ochoa,Flyweight,3,0.37,3.01,0.5,0.43,1.3,1.0,4,Pressure Striker
Jose Quinonez,Bantamweight,9,0.46,3.41,0.45,2.58,0.7,0.0,3,Wrestler/Grappler
Josefine Knutsson,Women's Strawweight,3,0.51,4.87,0.72,2.0,0.0,0.0,3,Wrestler/Grappler
Joselyne Edwards,Women's Bantamweight,11,0.5242,10.7403,0.3667,1.2959,0.5437,0.2857142857142857,2,Well-Rounded
Joseph Benavidez,Flyweight,19,0.34,3.52,0.3,1.41,0.6,0.2857142857142857,2,Well-Rounded
Joseph Holmes,Middleweight,4,0.53,2.88,0.4,1.49,0.8,0.0,2,Well-Rounded
Joseph Morales,Flyweight,5,0.4,2.0,0.42,1.14,3.0,0.0,1,Submission Grappler
Josh Barnett,Heavyweight,5,0.633,37.6667,0.333,0.4444,0.4444,0.6666666666666666,4,Pressure Striker
Josh Culibao,Featherweight,6,0.44,3.41,0.0,0.0,0.3,0.0,2,Well-Rounded
Josh Emmett,Featherweight,14,0.35,3.67,0.36,1.07,0.1,0.4,2,Well-Rounded
Josh Fremd,Middleweight,6,0.44,2.52,0.25,0.66,1.1,0.0,1,Submission Grappler
Josh Grispi,Featherweight,4,0.453,11.0,0.34,2.0,0.6667,0.0,2,Well-Rounded
Josh Hokit,Heavyweight,3,0.6414,91.535,0.3067,4.37,0.0,1.0,0,Volume Striker
Josh Koscheck,Welterweight,9,0.392,17.6667,0.467,1.6667,0.2917,0.4,2,Well-Rounded
Josh Neer,Welterweight,5,0.368,29.2857,0.208,0.7143,0.9286,0.0,0,Volume Striker
Josh Parisian,Heavyweight,7,0.48,4.55,0.33,0.98,0.2,0.75,4,Pressure Striker
Josh Quinlan,Welterweight,3,0.42,3.57,0.11,0.34,0.0,1.0,4,Pressure Striker
Josh Samman,Middleweight,5,0.545,17.25,0.25,0.75,0.25,0.6666666666666666,4,Pressure Striker
Josh Stansbury,Light Heavyweight,3,0.555,48.5,0.0,0.0,1.0,0.0,0,Volume Striker
Josh Thomson,Lightweight,4,0.495,27.3333,0.613,1.6667,0.0,0.6666666666666666,4,Pressure Striker
Joshua Burkman,Welterweight,4,0.521,29.9444,0.381,1.8889,0.2222,0.16666666666666666,0,Volume Striker
Joshua Sampo,Flyweight,4,0.327,16.6667,0.333,0.6667,2.0,0.0,1,Submission Grappler
Joshua Van,Flyweight,10,0.56,8.84,0.63,0.84,0.0,0.25,2,Well-Rounded
Josiane Nunes,Women's Bantamweight,4,0.43,5.65,0.0,0.0,0.0,0.3333333333333333,2,Well-Rounded
Juan Adams,Heavyweight,4,0.55,7.32,0.66,0.97,0.0,1.0,4,Pressure Striker
Juan Espino,Heavyweight,3,0.7,2.38,0.78,8.93,2.4,0.0,3,Wrestler/Grappler
Julia Avila,Women's Bantamweight,6,0.42,2.81,0.37,0.63,0.2,0.3333333333333333,2,Well-Rounded
Julia Polastri,Women's Strawweight,5,0.5671,19.0353,0.6667,0.6012,0.3294,0.0,2,Well-Rounded
Julian Erosa,Featherweight,14,0.48,6.18,0.43,1.73,0.7,0.3,2,Well-Rounded
Julian Marquez,Middleweight,8,0.45,5.06,0.0,0.0,2.6,0.25,1,Submission Grappler
Juliana Lima,Women's Strawweight,7,0.43,28.0,0.385,1.6667,0.0,0.0,0,Volume Striker
Juliana Miller,Women's Flyweight,5,0.39,2.65,0.29,2.16,1.2,0.5,1,Submission Grappler
Julianna Pena,Women's Bantamweight,12,0.44,3.1,0.54,1.7,0.8,0.25,2,Well-Rounded
Julija Stoliarenko,Women's Flyweight,3,0.38,2.74,0.2,0.78,1.4,0.0,1,Submission Grappler
Julio Arce,Featherweight,6,0.36,4.36,0.28,0.46,0.3,0.5,2,Well-Rounded
Julius Walker,Light Heavyweight,3,0.53,3.73,0.38,4.09,0.0,0.0,3,Wrestler/Grappler
Junior Albini,Heavyweight,5,0.51,3.98,0.37,1.54,0.0,1.0,4,Pressure Striker
Junior Dos Santos,Heavyweight,19,0.54,5.61,0.6,1.08,0.7,0.0,2,Well-Rounded
Junior Tafa,Light Heavyweight,3,0.5339,8.7097,0.0,0.0,0.0,1.0,4,Pressure Striker
Junyong Park,Middleweight,12,0.51,4.64,0.42,1.69,0.8,0.0,2,Well-Rounded
Jussier Formiga,Flyweight,16,0.39,1.35,0.35,1.87,0.6,0.0,2,Well-Rounded
Justin Gaethje,Lightweight,15,0.58,6.48,0.4,0.33,0.0,0.6666666666666666,4,Pressure Striker
Justin Ledet,Light Heavyweight,4,0.39,3.33,0.5,0.24,0.2,0.0,2,Well-Rounded
Justin Salas,Lightweight,7,0.473,28.0,0.098,1.1667,0.0,0.3333333333333333,0,Volume Striker
Justin Scoggins,Flyweight,8,0.583,40.875,0.693,2.875,0.375,0.25,3,Wrestler/Grappler
Justin Tafa,Heavyweight,9,0.54,4.05,0.0,0.0,0.0,1.0,4,Pressure Striker
Justin Willis,Heavyweight,5,0.583,52.25,0.313,1.0,0.0,0.25,0,Volume Striker
Justine Kish,Women's Flyweight,4,0.48,4.51,0.33,0.87,0.1,0.0,2,Well-Rounded
Kaan Ofli,Featherweight,4,0.45,2.33,0.07,0.38,0.4,0.0,2,Well-Rounded
Kai Kara-France,Flyweight,11,0.4,4.46,0.3,0.56,0.0,0.375,2,Well-Rounded
Kailin Curran,Women's Strawweight,7,0.432,44.6667,0.472,1.5,0.5,0.0,0,Volume Striker
Kajan Johnson,Lightweight,7,0.445,28.6667,0.202,1.5,0.1667,0.25,0,Volume Striker
Kalindra Faria,Women's Flyweight,3,0.27,19.0,0.25,0.5,0.5,0.0,2,Well-Rounded
Kamal Shalorus,Lightweight,3,0.245,19.5,0.165,0.5,0.0,0.0,0,Volume Striker
Kamaru Usman,Welterweight,18,0.51,4.16,0.44,2.79,0.1,0.26666666666666666,3,Wrestler/Grappler
Kanako Murata,Women's Strawweight,3,0.56,2.15,0.56,3.38,0.8,0.0,3,Wrestler/Grappler
Karine Silva,Women's Flyweight,8,0.3849,4.6894,0.4375,1.8941,1.5882,0.0,1,Submission Grappler
Karl Roberson,Light Heavyweight,3,0.51,2.57,0.4,0.72,0.5,0.2,2,Well-Rounded
Karl Williams,Heavyweight,4,0.48,2.68,0.48,4.2,0.2,0.0,3,Wrestler/Grappler
Karlos Vemola,Middleweight,3,0.392,12.2,0.324,1.0,1.2,0.5,1,Submission Grappler
Karol Rosa,Women's Bantamweight,9,0.56,5.88,0.48,1.17,0.2,0.0,2,Well-Rounded
Karolina Kowalkiewicz,Women's Strawweight,19,0.42,5.54,0.23,0.36,0.2,0.0,2,Well-Rounded
Katlyn Chookagian,Women's Flyweight,13,0.34,4.58,0.15,0.31,0.3,0.0,2,Well-Rounded
Katsunori Kikuno,Featherweight,3,0.408,19.5,0.438,1.0,0.25,0.0,2,Well-Rounded
Kaue Fernandes,Lightweight,4,0.55,4.28,1.0,1.18,0.0,0.5,3,Wrestler/Grappler
Kay Hansen,Women's Strawweight,3,0.5,3.01,0.22,1.83,0.8,0.0,2,Well-Rounded
Kayla Harrison,Women's Bantamweight,3,0.62,4.29,0.37,2.84,0.9,0.0,3,Wrestler/Grappler
Kazuki Tokudome,Lightweight,4,0.437,35.6667,0.54,2.0,0.0,0.0,0,Volume Striker
Kazula Vargas,Lightweight,4,0.53,3.65,0.25,0.4,0.4,0.0,2,Well-Rounded
Keita Nakamura,Welterweight,8,0.361,30.8,0.473,1.8,0.4,0.0,0,Volume Striker
Keith Wisniewski,Welterweight,3,0.48,27.6667,0.367,2.0,0.3333,0.0,0,Volume Striker
Kelvin Gastelum,Middleweight,17,0.4212,4.0132,0.3675,1.041,0.0988,0.21428571428571427,2,Well-Rounded
Ken Stone,Bantamweight,4,0.507,29.3333,0.333,0.6667,0.3333,0.0,0,Volume Striker
Kendall Grove,Middleweight,4,0.402,20.25,0.333,0.3333,1.4167,0.2857142857142857,1,Submission Grappler
