fighter,weight_class,n_fights,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TD_pct,avg_TD_landed,avg_SUB_ATT,ko_finish_rate,cluster_id,style
Tom Breese,Middleweight,4,0.51,3.77,0.0,0.0,0.3,0.8,4,Pressure Striker
Tom Duquesnoy,Bantamweight,3,0.53,34.5,0.5,0.5,0.0,1.0,4,Pressure Striker
Tom Niinimaki,Featherweight,4,0.5,8.3333,0.313,2.0,0.3333,0.0,2,Well-Rounded
Tom Nolan,Lightweight,5,0.45,5.87,0.22,0.74,1.9,0.5,1,Submission Grappler
Tom Watson,Middleweight,7,0.427,53.0,0.0,0.0,0.0,0.5,0,Volume Striker
Tony Ferguson,Welterweight,3,0.45,4.91,0.35,0.39,0.9,0.3333333333333333,2,Well-Rounded
Tony Gravely,Bantamweight,8,0.48,3.82,0.41,5.4,0.3,0.6,3,Wrestler/Grappler
Tony Kelley,Bantamweight,3,0.47,5.55,0.0,0.0,1.4,0.5,1,Submission Grappler
Tor Troeng,Middleweight,4,0.543,13.6667,0.4,0.6667,0.3333,0.0,2,Well-Rounded
Toshiomi Kazama,Bantamweight,4,0.53,1.49,0.16,1.94,1.0,0.0,1,Submission Grappler
Tracy Cortez,Women's Flyweight,6,0.48,3.86,0.46,2.15,0.3,0.0,2,Well-Rounded
Travis Browne,Heavyweight,16,0.464,22.8125,0.301,0.625,0.125,0.7777777777777778,4,Pressure Striker
Tresean Gore,Middleweight,7,0.465,22.142,0.7361,1.9222,0.9495,0.0,3,Wrestler/Grappler
Trevin Giles,Welterweight,6,0.54,3.17,0.5,1.07,0.3,0.42857142857142855,2,Well-Rounded
Trevin Jones,Bantamweight,5,0.37,2.13,0.15,0.62,0.2,1.0,4,Pressure Striker
Trevor Peek,Lightweight,5,0.53,4.39,0.5,1.45,0.0,0.6666666666666666,4,Pressure Striker
Trey Ogden,Lightweight,5,0.5,3.2,0.32,1.89,0.7,0.0,2,Well-Rounded
Trey Waters,Welterweight,3,0.44,6.39,0.33,0.4,0.8,0.0,2,Well-Rounded
Tucker Lutz,Featherweight,4,0.46,3.74,0.44,1.99,0.2,0.0,2,Well-Rounded
Tuco Tokkos,Light Heavyweight,3,0.4,2.12,0.47,4.21,0.5,0.0,3,Wrestler/Grappler
Tyron Woodley,Welterweight,15,0.48,2.36,0.4,1.06,0.4,0.35294117647058826,2,Well-Rounded
Tyson Nam,Flyweight,6,0.33,3.87,0.0,0.0,0.0,1.0,4,Pressure Striker
Tyson Pedro,Light Heavyweight,11,0.59,2.9,0.3,0.76,0.8,0.6666666666666666,4,Pressure Striker
Ulka Sasaki,Flyweight,6,0.438,16.5,0.304,1.625,0.625,0.0,2,Well-Rounded
Umar Nurmagomedov,Bantamweight,8,0.56,3.86,0.46,4.03,0.2,0.14285714285714285,3,Wrestler/Grappler
Uriah Hall,Middleweight,20,0.48,3.23,0.38,0.54,0.1,0.8,4,Pressure Striker
Urijah Faber,Bantamweight,17,0.413,2.65,0.312,1.59,0.88,0.09090909090909091,2,Well-Rounded
Uros Medic,Welterweight,7,0.6,5.59,0.5,0.34,0.0,1.0,4,Pressure Striker
Vagner Rocha,Lightweight,3,0.41,23.6667,0.38,1.0,1.3333,0.0,1,Submission Grappler
Valentina Shevchenko,Women's Flyweight,13,0.52,3.04,0.61,2.65,0.3,0.2857142857142857,3,Wrestler/Grappler
Valerie Letourneau,Women's Strawweight,4,0.402,78.8,0.44,0.8,0.4,0.0,0,Volume Striker
Valmir Lazaro,Lightweight,3,0.365,89.0,0.2,2.0,0.0,0.0,0,Volume Striker
Valter Walker,Heavyweight,5,0.52,2.0,0.69,5.74,2.5,0.0,3,Wrestler/Grappler
Vanessa Melo,Women's Bantamweight,4,0.3,3.4,0.0,0.0,0.0,0.0,2,Well-Rounded
Veronica Hardy,Women's Flyweight,5,0.45,3.06,0.41,0.82,0.3,0.0,2,Well-Rounded
Viacheslav Borshchev,Lightweight,9,0.5,5.1,0.0,0.0,0.1,0.75,4,Pressure Striker
Victor Altamirano,Flyweight,6,0.53,4.58,0.38,2.88,0.0,0.3333333333333333,3,Wrestler/Grappler
Victor Henry,Bantamweight,6,0.53,7.17,0.42,1.04,0.3,0.3333333333333333,2,Well-Rounded
Victoria Leonardo,Women's Flyweight,5,0.38,3.22,0.27,1.57,0.0,0.5,2,Well-Rounded
Vik Grujic,Welterweight,3,0.497,8.6667,0.277,0.6667,0.0,1.0,4,Pressure Striker
Viktor Pesta,Heavyweight,5,0.393,18.0,0.198,2.5,0.0,0.0,2,Well-Rounded
Viktoriia Dudakova,Women's Strawweight,4,0.47,2.87,0.35,2.73,0.0,0.3333333333333333,2,Well-Rounded
Vinc Pichel,Lightweight,12,0.46,3.78,0.51,2.5,0.2,0.14285714285714285,3,Wrestler/Grappler
Vince Morales,Bantamweight,11,0.3722,7.7353,0.45,0.7222,0.4531,0.3333333333333333,2,Well-Rounded
Vinicius Moreira,Light Heavyweight,4,0.6,2.79,0.18,2.61,1.7,0.0,1,Submission Grappler
Vinicius Oliveira,Bantamweight,5,0.43,4.73,0.46,1.45,0.2,0.4,2,Well-Rounded
Vinny Magalhaes,Light Heavyweight,3,0.348,20.5,0.33,1.0,0.5,0.0,2,Well-Rounded
Virna Jandiroba,Women's Strawweight,13,0.4097,4.6206,0.3808,3.1548,1.3548,0.1111111111111111,1,Submission Grappler
Viscardi Andrade,Welterweight,4,0.473,38.0,0.167,0.3333,0.0,0.5,0,Volume Striker
Vitor Belfort,Middleweight,11,0.507,11.4,0.11,0.24,0.32,0.7333333333333333,4,Pressure Striker
Vitor Miranda,Middleweight,6,0.517,36.0,0.25,0.3333,0.0,1.0,4,Pressure Striker
Vitor Petrino,Heavyweight,3,0.48,3.24,0.46,2.6,0.7,0.42857142857142855,3,Wrestler/Grappler
Viviane Araujo,Women's Flyweight,12,0.47,3.84,0.43,1.72,0.6,0.14285714285714285,2,Well-Rounded
Viviane Pereira,Women's Strawweight,4,0.397,39.3333,0.333,0.3333,0.3333,0.0,0,Volume Striker
Vladimir Matyushenko,Light Heavyweight,6,0.494,17.5455,0.413,1.7273,0.0909,0.42857142857142855,2,Well-Rounded
Volkan Oezdemir,Light Heavyweight,16,0.48,4.99,0.29,0.5,0.1,0.5,4,Pressure Striker
Waldo Cortes Acosta,Heavyweight,6,0.49,5.54,0.57,0.44,0.1,0.5,2,Well-Rounded
Waldo Cortes-Acosta,Heavyweight,6,0.48,5.64,0.6,0.55,0.2,0.4,2,Well-Rounded
Walel Watson,Bantamweight,4,0.31,22.3333,0.0,0.0,1.0,1.0,4,Pressure Striker
Walt Harris,Heavyweight,15,0.39,3.05,0.28,0.29,0.1,1.0,4,Pressure Striker
Warlley Alves,Middleweight,3,0.48,3.04,0.5,1.22,0.8,0.375,2,Well-Rounded
Waylon Lowe,Lightweight,4,0.37,14.0,0.457,3.3333,0.0,0.0,3,Wrestler/Grappler
Weili Zhang,Women's Strawweight,4,0.49,6.22,0.3,1.75,0.9,0.25,1,Submission Grappler
Westin Wilson,Featherweight,4,0.31,1.57,0.16,1.57,7.9,0.0,1,Submission Grappler
Will Brooks,Lightweight,4,0.757,33.3333,0.22,1.6667,0.0,0.0,0,Volume Striker
William Gomis,Featherweight,6,0.49,3.48,0.38,0.86,0.3,0.25,2,Well-Rounded
William Knight,Light Heavyweight,5,0.56,2.62,0.4,1.78,0.4,0.6,4,Pressure Striker
William Patolino,Welterweight,4,0.517,64.0,0.333,1.6667,0.0,0.0,0,Volume Striker
Willie Gates,Flyweight,4,0.42,18.0,0.0,0.0,0.3333,1.0,4,Pressure Striker
Wilson Reis,Flyweight,11,0.321,22.5,0.398,4.1667,0.5,0.0,3,Wrestler/Grappler
Wu Yanan,Women's Bantamweight,4,0.41,4.23,0.3,0.62,0.2,0.0,2,Well-Rounded
Xiao Long,Bantamweight,4,0.47,5.06,0.27,0.74,0.0,0.3333333333333333,2,Well-Rounded
Yadier Del Valle,Featherweight,3,0.6,4.05,0.42,1.23,2.0,0.0,1,Submission Grappler
Yair Rodriguez,Featherweight,15,0.46,4.65,0.29,0.71,0.6,0.4,2,Well-Rounded
Yan Cabral,Lightweight,3,0.51,20.75,0.418,2.5,1.0,0.0,3,Wrestler/Grappler
Yan Xiaonan,Women's Strawweight,13,0.45,4.69,0.73,0.84,0.0,0.1111111111111111,2,Well-Rounded
Yana Kunitskaya,Women's Bantamweight,6,0.56,4.28,0.53,1.53,0.2,0.0,2,Well-Rounded
Yana Santos,Women's Bantamweight,4,0.57,4.41,0.47,0.78,0.1,0.0,2,Well-Rounded
Yanal Ashmouz,Lightweight,4,0.5,2.88,0.38,3.24,0.0,0.5,3,Wrestler/Grappler
Yancy Medeiros,Lightweight,10,0.35,4.05,0.25,0.12,0.5,0.375,2,Well-Rounded
Yao Zhikui,Flyweight,3,0.213,12.3333,0.053,0.3333,0.0,0.0,2,Well-Rounded
Yaotzin Meza,Featherweight,4,0.428,16.0,0.35,1.0,1.3333,0.0,1,Submission Grappler
Yazmin Jauregui,Women's Strawweight,5,0.39,6.64,0.0,0.0,0.0,0.3333333333333333,2,Well-Rounded
Yizha,Featherweight,4,0.47,3.25,0.33,3.42,0.9,0.16666666666666666,3,Wrestler/Grappler
Yoel Romero,Middleweight,13,0.49,3.71,0.31,1.79,0.0,0.7777777777777778,4,Pressure Striker
Yohan Lainesse,Welterweight,4,0.41,2.22,0.28,0.94,0.5,0.5,2,Well-Rounded
Yorgan De Castro,Heavyweight,4,0.43,2.46,0.0,0.0,0.0,1.0,4,Pressure Striker
Yosdenis Cedeno,Lightweight,4,0.367,18.6667,0.0,0.0,0.0,0.0,0,Volume Striker
Yoshihiro Akiyama,Welterweight,3,0.323,37.1667,0.442,2.0,0.1667,0.0,0,Volume Striker
Youssef Zalal,Featherweight,11,0.5032,5.6726,0.2842,1.8509,1.2824,0.0,1,Submission Grappler
Yves Edwards,Lightweight,10,0.471,27.8,0.217,0.3,0.5,0.5,4,Pressure Striker
Yves Jabouin,Bantamweight,9,0.432,32.7778,0.364,1.2222,0.0,0.0,0,Volume Striker
Zabit Magomedsharipov,Featherweight,6,0.48,53.5,0.56,5.22,0.8,0.0,3,Wrestler/Grappler
Zac Pauga,Light Heavyweight,3,0.62,4.46,0.07,0.38,0.0,0.0,2,Well-Rounded
Zach Makovsky,Flyweight,7,0.443,30.5,0.343,3.6667,0.1667,0.0,3,Wrestler/Grappler
Zach Reese,Middleweight,4,0.54,4.48,0.61,2.8,1.3,0.2,3,Wrestler/Grappler
Zachary Reese,Middleweight,3,0.59,5.06,0.55,4.08,2.5,0.5,3,Wrestler/Grappler
Zak Ottow,Welterweight,8,0.359,27.5714,0.153,0.5714,0.2857,0.25,0,Volume Striker
Zarrukh Adashev,Flyweight,3,0.4,3.65,0.0,0.0,0.5,0.0,2,Well-Rounded
Zelim Imadaev,Welterweight,3,0.41,3.69,0.5,0.6,0.0,0.0,2,Well-Rounded
Zhalgas Zhumagulov,Flyweight,6,0.43,5.24,0.19,1.3,0.2,0.0,2,Well-Rounded
Zhang Lipeng,Lightweight,3,0.49,19.0,0.3,2.0,1.0,0.0,1,Submission Grappler
Zhang Mingyang,Light Heavyweight,4,0.6,7.71,0.0,0.0,0.0,1.0,4,Pressure Striker
