fighter,glicko_rating,glicko_rd,glicko_sigma
Taylor Lapilus,1770.6123814021828,147.7402087403305,0.059997200657811944
Jalin Turner,1769.1725619505382,115.90631440135898,0.06000388720993947
Alexander Gustafsson,1767.6238026297412,109.87000531931467,0.0599966557002379
Cezary Oleksiejczuk,1767.587959356154,274.1423537970926,0.06000065446420851
Zhang Mingyang,1767.3633301623072,184.3522567764161,0.05999951994442374
Rick Story,1767.0602588444074,120.00149348521383,0.0600074018305951
Alex Perez,1766.7567331182508,111.30724089310725,0.059989714897250565
Talita Alencar,1765.601482330395,174.1154722039657,0.05999826800931976
Casey O'Neill,1765.502392515143,146.39743373941533,0.05999673733428097
Michael Mcdonald,1765.2574727609008,140.3742323681779,0.059994589722893905
Bia Mesquita,1764.943596604704,235.7279616299297,0.05999897541057543
Lone'Er Kavanagh,1764.5680114186657,196.92488558749122,0.060005712737390304
Ramazan Temirov,1763.9940678393991,217.65833645355025,0.05999836474904876
Michael Chandler,1763.8338902792425,150.14747830021182,0.06000172207074043
Thales Leites,1762.5773437299094,117.96037773194418,0.0600064484091347
Ryan Spann,1762.4588194178323,106.48377177383585,0.060000482071855064
Iasmin Lucindo,1761.9794962201445,142.37117946914853,0.059997967776566206
Steve Erceg,1761.934188770048,136.51438543273284,0.059992370042984904
Sam Patterson,1761.8732972820537,171.5956060929579,0.060000270746082024
Bryan Caraway,1761.5220911468923,132.87903026789618,0.060000970474241716
Junyong Park,1761.3298363835574,121.32688142199386,0.059999514634515576
Anderson Silva,1761.322216594928,115.59485359774234,0.06000095447355076
Leonardo Santos,1761.2144707178904,138.41147811952982,0.06000125423488285
Kevin Souza,1761.060175760249,192.68657970003002,0.05999985142539537
Wang Cong,1760.8458796156406,173.26552150877558,0.06000371973563501
Andreas Gustafsson,1758.9266768642196,237.96234401892417,0.06000104611023345
Edmen Shahbazyan,1758.1586707337121,112.42719586196942,0.05999771475804266
Victor Henry,1757.2492918574908,159.63801100187123,0.06000225039319389
Jonny Parsons,1757.1423824119972,264.90375041310597,0.060000370947971005
Carlos Leal,1756.9942436839203,188.59754220769412,0.060000203079768444
Esteban Ribovics,1756.76228870033,147.61072591761032,0.05999983606049596
Vitor Belfort,1756.0242741619934,123.67781260153414,0.059993933187745735
